PassengerId,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,CabinNum,HomePlanet_Europa,HomePlanet_Mars,CryoSleep_True,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,VIP_True,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Side_S
0012_01,31.0,32.0,0.0,876.0,0.0,0.0,False,0,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0014_01,27.0,1286.0,122.0,0.0,0.0,0.0,False,3,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0015_01,24.0,0.0,1.0,0.0,0.0,637.0,False,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0016_01,45.0,0.0,0.0,0.0,0.0,0.0,True,5,False,True,True,False,True,False,False,False,False,False,True,False,False,False
0017_01,0.0,0.0,0.0,0.0,0.0,0.0,True,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0017_02,14.0,412.0,0.0,1.0,0.0,679.0,False,6,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0020_01,1.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
0020_02,49.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True
0020_03,29.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True
0020_04,10.0,0.0,0.0,0.0,0.0,0.0,True,0,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0020_05,1.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,True,True,False,False,False,False,False,True,False,False,False,True
0020_06,7.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0022_01,21.0,980.0,2.0,69.0,0.0,0.0,False,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0024_01,62.0,0.0,0.0,0.0,0.0,0.0,True,2,True,False,True,False,True,False,False,True,False,False,False,False,False,True
0025_01,15.0,0.0,225.0,0.0,998.0,0.0,False,6,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0026_01,34.0,22.0,6073.0,0.0,1438.0,328.0,False,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False
0028_01,43.0,1125.0,0.0,136.0,48.0,0.0,False,8,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0030_01,32.0,0.0,850.0,81.0,437.0,453.0,False,4,False,False,False,False,True,False,False,False,False,False,False,True,False,True
0031_01,47.0,214.0,0.0,1411.0,0.0,1229.0,True,9,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0031_02,2.0,0.0,0.0,0.0,0.0,0.0,True,9,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0031_03,20.0,0.0,0.0,1750.0,990.0,0.0,True,9,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0034_01,28.0,0.0,0.0,0.0,0.0,0.0,True,1,True,False,True,False,False,False,False,False,True,False,False,False,False,True
0035_01,23.0,784.0,964.0,0.0,951.0,0.0,False,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0036_01,15.0,0.0,492.0,48.0,20.0,401.0,False,8,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0038_01,20.0,554.0,195.0,0.0,2606.0,0.0,False,10,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0039_01,30.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0041_01,17.0,0.0,0.0,0.0,0.0,0.0,True,2,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0043_01,45.0,0.0,164.0,45.0,2511.0,855.0,False,3,True,False,False,False,True,False,True,False,False,False,False,False,False,False
0044_01,55.0,0.0,0.0,0.0,0.0,0.0,False,3,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0044_02,4.0,0.0,0.0,0.0,0.0,0.0,True,3,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0044_03,21.0,0.0,0.0,0.0,0.0,0.0,True,3,False,False,True,True,False,False,False,False,False,False,False,True,False,False
0045_01,21.0,970.0,0.0,180.0,0.0,64.0,False,10,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0045_02,19.0,0.0,0.0,0.0,0.0,0.0,True,10,False,True,True,False,True,False,False,False,False,False,True,False,False,False
0050_01,35.0,790.0,0.0,0.0,0.0,0.0,False,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0051_01,56.0,0.0,112.0,0.0,1379.0,127.0,False,2,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0052_01,27.0,4.0,0.0,2.0,4683.0,0.0,False,6,False,False,False,False,True,False,False,False,False,False,False,True,False,True
0053_01,25.0,0.0,0.0,1938.0,0.0,1.0,True,11,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0056_01,2.0,0.0,0.0,0.0,0.0,0.0,True,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True
0056_02,38.0,0.0,0.0,0.0,0.0,0.0,True,1,True,False,True,False,True,False,False,False,False,False,False,False,False,True
0056_03,27.0,279.0,605.0,3374.0,286.0,3.0,True,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True
0058_01,36.0,0.0,0.0,0.0,0.0,0.0,False,7,False,False,True,True,False,False,False,False,False,False,False,True,False,True
0061_01,22.0,45.0,1096.0,148.0,1377.0,1.0,False,12,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0062_01,62.0,0.0,592.0,0.0,17.0,25.0,False,13,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0064_01,15.0,0.0,0.0,0.0,0.0,0.0,True,14,False,True,True,False,True,False,False,False,False,False,True,False,False,True
0064_02,33.0,0.0,0.0,0.0,0.0,0.0,True,3,False,False,True,False,True,False,False,False,False,True,False,False,False,True
0066_01,62.0,1.0,153.0,197.0,0.0,460.0,False,6,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0067_01,0.0,0.0,0.0,0.0,0.0,0.0,True,10,False,False,True,True,False,False,False,False,False,False,False,True,False,True
0067_02,18.0,1.0,258.0,446.0,0.0,0.0,True,10,False,False,False,False,True,False,False,False,False,False,False,True,False,True
0067_03,21.0,1946.0,37.0,0.0,0.0,24.0,False,15,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0068_01,27.0,793.0,0.0,2.0,253.0,0.0,False,4,False,True,False,False,True,False,False,False,False,True,False,False,False,True
0069_01,42.0,887.0,0.0,9.0,6.0,0.0,True,16,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0070_01,19.0,190.0,0.0,5.0,1.0,726.0,False,13,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0071_01,17.0,16.0,2165.0,0.0,0.0,52.0,False,14,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0072_01,14.0,0.0,1.0,0.0,0.0,1063.0,False,17,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0073_01,37.0,46.0,83.0,738.0,0.0,12.0,False,3,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0074_01,42.0,1.0,8397.0,0.0,0.0,506.0,True,3,True,False,False,False,True,False,False,True,False,False,False,False,False,True
0076_01,27.0,147.0,0.0,1018.0,0.0,0.0,True,18,False,True,False,False,True,False,False,False,False,False,True,False,False,True
0077_01,28.0,14.0,0.0,1295.0,0.0,0.0,True,15,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0078_01,38.0,0.0,5840.0,0.0,321.0,9654.0,False,4,True,False,False,False,True,False,False,True,False,False,False,False,False,True
0081_01,13.0,0.0,0.0,0.0,0.0,0.0,False,13,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0082_01,42.0,7406.0,0.0,0.0,0.0,0.0,False,16,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0082_02,2.0,0.0,0.0,0.0,0.0,0.0,True,16,False,True,True,False,True,False,False,False,False,False,True,False,False,False
0082_03,8.0,0.0,0.0,0.0,0.0,0.0,True,16,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0084_01,24.0,688.0,0.0,0.0,0.0,17.0,True,14,False,False,False,False,True,False,False,False,False,False,False,True,False,True
0085_01,40.0,0.0,0.0,0.0,0.0,0.0,True,5,True,False,True,False,True,False,False,True,False,False,False,False,False,True
0086_01,43.0,211.0,0.0,0.0,638.0,513.0,False,17,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0088_01,45.0,0.0,0.0,0.0,0.0,0.0,True,5,False,True,True,True,False,False,False,False,False,True,False,False,False,True
0090_01,35.0,0.0,0.0,0.0,0.0,0.0,True,15,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0091_01,26.0,0.0,0.0,0.0,0.0,0.0,True,16,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0091_02,27.0,1.0,697.0,31.0,188.0,0.0,False,20,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0092_01,19.0,0.0,0.0,670.0,1.0,34.0,False,9,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0092_02,0.0,0.0,0.0,0.0,0.0,0.0,True,9,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0092_03,3.0,0.0,0.0,0.0,0.0,0.0,True,9,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0097_01,54.0,0.0,1208.0,0.0,3.0,637.0,False,2,True,False,False,False,True,False,False,False,False,False,False,False,False,True
0098_01,26.0,0.0,856.0,5.0,32.0,0.0,False,11,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0098_02,26.0,0.0,2811.0,957.0,0.0,87.0,True,11,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0099_01,23.0,311.0,427.0,526.0,37.0,0.0,False,19,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0099_02,2.0,0.0,0.0,0.0,0.0,0.0,True,12,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0101_01,31.0,0.0,0.0,0.0,0.0,0.0,True,0,False,True,True,False,True,False,False,False,False,False,True,False,False,True
0102_01,18.0,0.0,0.0,0.0,830.0,91.0,False,23,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0103_01,24.0,0.0,0.0,0.0,0.0,17.0,True,24,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0103_02,9.0,0.0,0.0,0.0,0.0,0.0,True,18,False,False,True,False,False,False,False,False,False,False,False,True,False,True
0103_03,6.0,0.0,0.0,0.0,0.0,0.0,False,18,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0105_01,27.0,0.0,0.0,570.0,2.0,131.0,False,21,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0107_01,21.0,1743.0,5.0,17.0,0.0,0.0,False,2,False,True,False,False,True,False,False,False,True,False,False,False,False,True
0108_01,23.0,0.0,0.0,0.0,0.0,0.0,False,19,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0108_02,31.0,562.0,0.0,326.0,0.0,0.0,False,19,False,False,False,False,True,False,False,False,False,False,False,True,False,True
0108_03,0.0,0.0,0.0,0.0,0.0,0.0,True,19,False,False,False,False,True,False,False,False,False,False,False,True,False,True
0110_01,32.0,0.0,410.0,6.0,3929.0,764.0,False,0,True,False,False,False,True,False,False,False,False,False,True,False,False,True
0110_02,40.0,0.0,331.0,0.0,0.0,1687.0,False,5,True,False,False,False,True,False,True,False,False,False,False,False,False,False
0110_03,42.0,2209.0,11418.0,0.0,1868.0,445.0,True,5,True,False,False,False,True,False,True,False,False,False,False,False,False,False
0110_04,28.0,0.0,0.0,0.0,0.0,0.0,True,5,True,False,True,False,True,False,True,False,False,False,False,False,False,False
0111_01,29.0,0.0,0.0,0.0,0.0,0.0,True,6,True,False,True,False,True,False,False,False,False,True,False,False,False,True
0112_01,48.0,0.0,2537.0,87.0,17.0,13.0,True,1,True,False,False,False,False,True,True,False,False,False,False,False,False,True
0113_01,64.0,0.0,0.0,804.0,0.0,0.0,True,23,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0114_01,27.0,82.0,157.0,429.0,238.0,1.0,False,20,False,False,False,False,True,False,False,False,False,False,False,True,False,True
0115_01,26.0,0.0,0.0,0.0,0.0,0.0,True,24,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0116_01,33.0,1.0,2223.0,0.0,12.0,404.0,True,4,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0119_01,39.0,0.0,2344.0,0.0,65.0,6898.0,False,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0119_02,13.0,0.0,0.0,0.0,0.0,0.0,True,0,True,False,True,False,True,False,False,False,False,False,False,False,False,False
0120_01,24.0,0.0,0.0,0.0,0.0,0.0,True,25,False,True,True,False,True,False,False,False,False,False,True,False,False,False
0122_01,29.0,0.0,0.0,0.0,699.0,74.0,False,21,False,False,False,False,True,False,False,False,False,False,False,True,False,True
0123_01,18.0,55.0,597.0,49.0,0.0,1.0,False,27,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0126_01,67.0,0.0,0.0,0.0,0.0,0.0,True,27,False,True,True,False,True,False,False,False,False,False,True,False,False,True
0127_01,35.0,701.0,0.0,296.0,0.0,25.0,False,7,False,True,False,False,True,False,False,False,False,True,False,False,False,True
0128_01,61.0,2353.0,334.0,9.0,316.0,2.0,False,3,False,True,False,False,True,True,False,False,True,False,False,False,False,True
0128_02,45.0,2103.0,6.0,0.0,0.0,0.0,False,8,False,True,False,False,True,False,False,False,False,True,False,False,False,True
0129_01,22.0,0.0,0.0,0.0,0.0,0.0,True,22,False,False,True,True,False,False,False,False,False,False,False,True,False,True
0133_01,19.0,0.0,0.0,0.0,0.0,0.0,True,29,False,True,True,False,True,False,False,False,False,False,True,False,False,True
0133_02,36.0,2738.0,0.0,0.0,0.0,0.0,False,5,False,True,False,False,True,False,False,False,True,False,False,False,False,True
0134_01,19.0,0.0,14.0,730.0,0.0,0.0,True,17,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0136_01,47.0,97.0,418.0,126.0,25.0,55.0,False,23,False,False,False,True,False,False,False,False,False,False,False,True,False,True
0138_01,13.0,0.0,0.0,0.0,0.0,0.0,True,18,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0138_02,34.0,0.0,22.0,0.0,564.0,207.0,False,5,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0139_01,35.0,0.0,0.0,0.0,0.0,0.0,True,6,True,False,True,False,False,False,False,True,False,False,False,False,False,True
0140_01,24.0,0.0,0.0,0.0,0.0,0.0,True,19,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0140_02,26.0,440.0,0.0,0.0,0.0,462.0,False,29,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0141_01,31.0,0.0,0.0,97.0,0.0,0.0,False,30,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0144_01,20.0,0.0,420.0,210.0,0.0,0.0,True,31,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0146_01,56.0,0.0,0.0,0.0,0.0,0.0,False,25,False,False,False,False,True,False,False,False,False,False,False,True,False,True
0147_01,50.0,0.0,0.0,0.0,0.0,0.0,True,26,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0148_01,42.0,1072.0,0.0,10.0,0.0,76.0,False,31,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0149_01,27.0,0.0,0.0,0.0,0.0,0.0,True,27,False,False,True,False,False,False,False,False,False,False,False,True,False,True
0151_01,38.0,0.0,0.0,0.0,0.0,0.0,False,20,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0152_01,41.0,0.0,0.0,0.0,0.0,607.0,False,32,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0160_01,22.0,4119.0,0.0,0.0,0.0,61.0,False,22,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0163_01,26.0,0.0,0.0,0.0,0.0,0.0,True,8,True,False,True,False,True,False,True,False,False,False,False,False,False,False
0163_02,17.0,0.0,0.0,0.0,0.0,0.0,True,8,True,False,True,False,True,False,True,False,False,False,False,False,False,False
0164_01,57.0,50.0,1688.0,0.0,0.0,135.0,True,28,False,False,False,False,True,False,False,False,False,False,False,True,False,True
0164_02,17.0,0.0,0.0,0.0,0.0,0.0,False,28,False,False,True,True,False,False,False,False,False,False,False,True,False,True
0165_01,35.0,0.0,0.0,0.0,0.0,0.0,True,37,False,True,True,False,True,False,False,False,False,False,True,False,False,False
0167_01,13.0,0.0,0.0,0.0,0.0,0.0,True,35,False,True,True,False,True,False,False,False,False,False,True,False,False,True
0167_02,27.0,1365.0,0.0,48.0,22.0,137.0,False,35,False,True,False,False,True,False,False,False,False,False,True,False,False,True
0169_01,31.0,0.0,0.0,0.0,0.0,0.0,False,23,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0170_01,24.0,0.0,0.0,0.0,221.0,567.0,False,10,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0171_01,19.0,0.0,0.0,0.0,0.0,0.0,True,30,False,False,True,True,False,False,False,False,False,False,False,True,False,True
0172_01,32.0,0.0,0.0,0.0,0.0,0.0,True,24,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0173_01,58.0,0.0,985.0,0.0,5.0,0.0,True,11,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0174_01,21.0,287.0,0.0,16.0,115.0,175.0,False,38,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0177_01,38.0,0.0,10346.0,1.0,14970.0,2111.0,False,2,True,False,False,False,True,False,True,False,False,False,False,False,False,True
0178_01,38.0,3414.0,0.0,161.0,28.0,119.0,False,6,False,True,False,False,True,False,False,False,True,False,False,False,False,True
0179_01,19.0,1.0,219.0,673.0,2.0,11.0,True,26,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0179_02,0.0,0.0,0.0,0.0,0.0,0.0,False,26,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0179_03,3.0,0.0,0.0,0.0,0.0,0.0,True,26,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0181_01,20.0,0.0,0.0,3.0,299.0,92.0,False,27,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0182_01,24.0,0.0,0.0,0.0,0.0,0.0,True,3,True,False,True,False,True,False,False,True,False,False,False,False,False,False
0183_01,37.0,17.0,146.0,426.0,0.0,232.0,True,36,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0186_01,25.0,62.0,0.0,0.0,0.0,956.0,False,28,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0188_01,56.0,0.0,0.0,0.0,0.0,0.0,True,31,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0189_01,49.0,84.0,3.0,401.0,202.0,98.0,False,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0190_01,11.0,0.0,0.0,0.0,0.0,0.0,False,32,False,False,True,False,False,False,False,False,False,False,False,True,False,True
0192_01,1.0,0.0,0.0,0.0,0.0,0.0,True,29,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0192_02,8.0,0.0,0.0,0.0,0.0,0.0,False,29,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0192_03,39.0,0.0,0.0,10.0,898.0,0.0,False,29,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0193_01,2.0,0.0,0.0,0.0,0.0,0.0,True,41,False,True,True,False,True,False,False,False,False,False,True,False,False,False
0193_02,23.0,0.0,0.0,8.0,1072.0,0.0,False,41,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0193_03,0.0,0.0,0.0,0.0,0.0,0.0,True,41,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0195_01,39.0,406.0,0.0,867.0,0.0,0.0,True,42,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0196_01,25.0,1052.0,0.0,719.0,0.0,7.0,False,5,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0197_01,36.0,0.0,972.0,0.0,795.0,575.0,False,5,True,False,False,False,True,False,False,True,False,False,False,False,False,False
0198_01,52.0,0.0,0.0,0.0,0.0,0.0,True,30,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0199_01,18.0,0.0,0.0,0.0,0.0,0.0,False,33,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0200_01,15.0,0.0,0.0,0.0,0.0,0.0,True,31,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0201_01,35.0,0.0,0.0,0.0,0.0,0.0,True,3,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0201_02,47.0,0.0,0.0,0.0,0.0,0.0,True,3,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0202_01,45.0,0.0,0.0,0.0,0.0,0.0,True,9,True,False,True,False,False,False,True,False,False,False,False,False,False,False
0202_02,27.0,0.0,2433.0,0.0,878.0,443.0,True,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0203_01,51.0,0.0,0.0,0.0,0.0,0.0,True,8,True,False,True,False,True,False,False,True,False,False,False,False,False,True
0205_01,29.0,0.0,2.0,66.0,0.0,705.0,False,34,False,False,False,False,True,False,False,False,False,False,False,True,False,True
0206_01,27.0,2.0,1720.0,12.0,1125.0,122.0,True,9,True,False,False,False,False,False,False,True,False,False,False,False,False,True
0207_01,19.0,0.0,0.0,0.0,0.0,0.0,False,32,False,False,True,True,False,False,False,False,False,False,False,True,False,False
0210_01,24.0,0.0,0.0,0.0,0.0,0.0,True,6,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0211_01,29.0,902.0,1.0,137.0,0.0,0.0,True,44,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0211_02,11.0,0.0,0.0,0.0,0.0,0.0,True,44,False,True,True,False,True,False,False,False,False,False,True,False,False,False
0211_03,17.0,848.0,0.0,307.0,182.0,0.0,False,44,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0212_01,13.0,192.0,0.0,0.0,51.0,739.0,False,9,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0212_02,35.0,147.0,188.0,0.0,10.0,387.0,False,45,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0213_01,21.0,367.0,281.0,0.0,0.0,146.0,False,46,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0216_01,21.0,0.0,56.0,0.0,0.0,1918.0,False,40,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0217_01,38.0,1517.0,0.0,0.0,27.0,0.0,False,47,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0219_01,19.0,0.0,0.0,0.0,0.0,0.0,True,36,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0220_01,2.0,0.0,0.0,0.0,0.0,0.0,True,37,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0220_02,0.0,0.0,0.0,0.0,0.0,0.0,True,37,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0220_03,13.0,0.0,0.0,0.0,0.0,0.0,False,37,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0220_04,25.0,122.0,84.0,0.0,0.0,0.0,False,10,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0220_05,16.0,0.0,3.0,0.0,0.0,1099.0,False,48,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0220_06,1.0,0.0,0.0,0.0,0.0,0.0,False,37,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0220_07,15.0,0.0,0.0,0.0,0.0,0.0,True,37,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0221_01,21.0,2237.0,0.0,119.0,0.0,0.0,False,13,False,True,False,False,False,False,False,False,False,True,False,False,False,True
0221_02,23.0,1215.0,80.0,1.0,2.0,0.0,False,13,False,True,False,False,True,False,False,False,False,True,False,False,False,True
0221_03,33.0,1933.0,12.0,188.0,1.0,0.0,False,13,False,True,False,False,True,False,False,False,False,True,False,False,False,True
0221_04,21.0,0.0,0.0,0.0,0.0,0.0,True,13,False,True,True,False,True,False,False,False,False,True,False,False,False,True
0221_05,41.0,1230.0,0.0,301.0,43.0,1023.0,False,13,False,True,False,False,True,False,False,False,False,True,False,False,False,True
0221_06,16.0,915.0,0.0,221.0,234.0,0.0,False,13,False,True,False,False,True,False,False,False,False,True,False,False,False,True
0221_07,42.0,0.0,0.0,0.0,0.0,0.0,False,13,False,True,True,False,True,False,False,False,False,True,False,False,False,True
0222_01,20.0,1406.0,0.0,0.0,11.0,0.0,False,41,False,True,False,False,True,False,False,False,False,False,True,False,False,True
0222_02,24.0,0.0,0.0,0.0,0.0,0.0,True,41,False,True,True,False,True,False,False,False,False,False,True,False,False,True
0222_03,16.0,0.0,0.0,0.0,0.0,0.0,True,14,False,True,True,False,True,False,False,False,False,True,False,False,False,True
0223_01,21.0,0.0,2.0,665.0,0.0,9.0,False,35,False,False,False,False,True,False,False,False,False,False,False,True,False,True
0224_01,32.0,181.0,0.0,5.0,1634.0,0.0,False,42,False,True,False,False,True,True,False,False,False,False,True,False,False,True
0225_01,58.0,0.0,0.0,0.0,0.0,0.0,True,38,False,False,True,True,False,False,False,False,False,False,False,True,False,False
0229_01,24.0,4.0,7.0,0.0,713.0,79.0,False,43,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0231_01,30.0,85.0,0.0,1.0,1720.0,0.0,False,44,False,True,False,False,True,False,False,False,False,False,True,False,False,True
0232_01,27.0,0.0,0.0,0.0,0.0,0.0,False,36,False,False,True,True,False,False,False,False,False,False,False,True,False,True
0233_01,32.0,56.0,0.0,256.0,1438.0,0.0,False,45,False,True,False,False,True,False,False,False,False,False,True,False,False,True
0234_01,43.0,0.0,888.0,0.0,0.0,0.0,False,50,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0237_01,42.0,0.0,0.0,0.0,0.0,0.0,True,11,True,False,True,False,True,False,True,False,False,False,False,False,False,False
0239_01,37.0,637.0,0.0,0.0,92.0,319.0,False,0,False,True,False,False,True,False,False,False,False,False,True,False,False,True
